,X0,X1,y
0,-8.725225974287966,-9.914383304312388,2
1,-12.362348756672368,-5.2848575837614575,1
2,-8.179871627229826,-6.274890616231069,2
3,-9.532723385295625,-2.5882457336342344,1
4,-3.395446930358365,-7.024462393635417,2
5,-6.376642675402189,-6.564802392478679,1
6,-1.088385255440002,6.176772197384618,0
7,-10.811204138928343,-6.3119978685141325,2
8,-3.168355787941825,6.912226179309737,0
9,-9.265048474572986,-6.042527311178787,1
10,-7.40127986314717,-8.501588793240026,2
11,-13.299155035301302,-5.734459715689302,1
12,-8.991342876782449,-1.366896782298681,1
13,-9.436382349407824,-4.09957395485776,1
14,-7.336836835858917,-9.747767675610305,2
15,-15.583882503946182,-0.0782909201310451,1
16,-9.444713894008734,-5.419891755153831,1
17,-8.819445221494115,-9.888802550369896,2
18,-1.3394857670528586,6.158827711075611,0
19,-7.768946550093517,-5.12639642500639,1
20,-4.1620236624758675,-9.389301799987203,2
21,-9.058921774717103,-8.366816078182495,2
22,-10.65071149980947,-6.638700126118076,1
23,0.6079789787223553,2.2067073342151,0
24,-0.07394617410982418,3.1594284094835783,0
25,-3.894180603219075,4.875321264477346,0
26,-1.0592192660368647,3.701990175856124,0
27,-11.031901419493558,-5.9474022026637305,1
28,-7.296852554602531,-8.50414604194755,2
29,-5.3928727447892015,-5.066509883015078,2
30,-5.755721878484338,-8.255604999839374,2
31,-8.476563198462307,-5.767855969114658,2
32,-8.679612911452681,-7.208225228595719,1
33,-10.68768692396306,-4.415028033634144,1
34,-7.888160510034703,-5.596171938940602,2
35,-7.677035363665562,-3.214363114611757,1
36,-8.637572823896893,-4.592951745160547,1
37,-8.956559829506359,-6.2420313266094904,1
38,-6.142553983703704,-10.505193447506675,2
39,-9.512373621489512,-3.5496881896151966,1
40,-4.119676177282443,5.5075648607955925,0
41,-4.547787516807698,3.397558142950259,0
42,-9.677950329345776,-8.00046714430486,2
43,-1.0214817138343224,3.9077491178883412,0
44,-8.62870554903134,-9.028246070281206,2
45,-12.437201297611168,0.94538875075959,1
46,-2.715903410475431,2.2605526245308205,0
47,-1.0031679589136777,-6.50405885455713,2
48,-8.872190310415048,-3.47187436288774,1
49,-2.899561593844778,5.802553936987599,0
50,-8.407660314803412,-4.702225185049646,1
51,-7.021156510404634,-9.090575737179828,2
52,0.5832755105228085,5.224290944716817,0
53,1.5957416003492932,5.082513261992113,0
54,-7.334798278477917,-4.527964274315242,1
55,1.8300636224844404,2.884076067052956,0
56,-1.2777289366135876,8.607000141800846,0
57,-11.122323365691281,-0.04359239734513576,1
58,-9.50011418087756,-4.54663085210493,1
59,-10.00149546932911,-6.746589396554068,1
60,-8.516076421926593,-9.888765459871225,2
61,-6.2302781737080135,-6.583686802592866,2
62,-1.7369509244806218,1.174945159436572,0
63,-6.752354483117572,-8.533670154793768,2
64,-12.471419256735896,-2.2016706920646056,1
65,-7.962358249000984,-9.498124182197238,2
66,-7.038176830963385,-9.542615295198498,2
67,-2.410129806128748,3.1290290539347168,0
68,-12.235943300772558,-0.04119073995592082,1
69,-6.763813305938501,-2.947866783363396,1
70,-2.1953360652005514,5.4672008023195335,0
71,-7.920063299934274,0.42061074658531084,1
72,-10.994139630915258,-4.575318503968907,1
